"RecordNumber","Author","Coding","Theory","Year"
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","Healthcare/Engagement","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","Internet/Access","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
2178,"Xiao, N., Sharman, R., Rao, H. R. and Upadhyaya, S.","S/Financial-Income","Risk Information Seeking and Processing (RISP);theory of information foraging",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Financial-Capital","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Financial-Health Insurance","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","Health Cond","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","Health Status","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Age","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Education","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Employment","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Household","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Gender","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Race or Ethnicity","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","Healthcare/Access","NA",2014
2200,"Bhandari, N., Shi, Y. and Jung, K.","S/Financial-Income","NA",2014
2205,"Pálsdóttir, Á","S/Gender","NA",2014
2205,"Pálsdóttir, Á","S/Age","NA",2014
2205,"Pálsdóttir, Á","S/Education","NA",2014
2245,"Klemenc-Ketis, Zalika and Kersnik, Janko","Affect","NA",2013
2245,"Klemenc-Ketis, Zalika and Kersnik, Janko","Health Cond","NA",2013
2245,"Klemenc-Ketis, Zalika and Kersnik, Janko","S/Age","NA",2013
2245,"Klemenc-Ketis, Zalika and Kersnik, Janko","S/Education","NA",2013
2258,"Selsky, Claire, Luta, George, Noone, Anne-Michelle, Huerta, Elmer E. and Mandelblatt, Jeanne S.","Self-Efficacy","NA",2013
2258,"Selsky, Claire, Luta, George, Noone, Anne-Michelle, Huerta, Elmer E. and Mandelblatt, Jeanne S.","Health Cond/Beliefs","NA",2013
2258,"Selsky, Claire, Luta, George, Noone, Anne-Michelle, Huerta, Elmer E. and Mandelblatt, Jeanne S.","S/Education","NA",2013
2258,"Selsky, Claire, Luta, George, Noone, Anne-Michelle, Huerta, Elmer E. and Mandelblatt, Jeanne S.","S/Race or Ethnicity","NA",2013
2258,"Selsky, Claire, Luta, George, Noone, Anne-Michelle, Huerta, Elmer E. and Mandelblatt, Jeanne S.","Internet/Attitude/Trust","NA",2013
2260,"Song, Lijun and Chang, Tian-Yun","Environ/Network","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Age","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Education","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Employment","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Household","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Gender","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Race or Ethnicity","Seminal Theory of Lay Referral System;",2012
2260,"Song, Lijun and Chang, Tian-Yun","S/Financial-Income","Seminal Theory of Lay Referral System;",2012
2282,"Vanagas, Giedrius and Klimaviciute-Gudauskiene, Rita","Health Cond","NA",2012
2282,"Vanagas, Giedrius and Klimaviciute-Gudauskiene, Rita","S/Household","NA",2012
2282,"Vanagas, Giedrius and Klimaviciute-Gudauskiene, Rita","S/Gender","NA",2012
2282,"Vanagas, Giedrius and Klimaviciute-Gudauskiene, Rita","Internet/Experience","NA",2012
2289,"Catellier, Jennifer R. and Yang, Z.","S/Age","Risk Information Seeking and Processing (RISP)",2012
2289,"Catellier, Jennifer R. and Yang, Z.","S/Gender","Risk Information Seeking and Processing (RISP)",2012
2289,"Catellier, Jennifer R. and Yang, Z.","S/Race or Ethnicity","Risk Information Seeking and Processing (RISP)",2012
2289,"Catellier, Jennifer R. and Yang, Z.","Affect","Risk Information Seeking and Processing (RISP)",2012
2289,"Catellier, Jennifer R. and Yang, Z.","Info/Attitude/Trust","Risk Information Seeking and Processing (RISP)",2012
2292,"Lee, Chul-Joo, Ramirez, A., Lewis, Nehama, Gray, Stacy W. and Hornik, Robert C.","Health Cond/Treatment","Motivation-Contingency Model;",2012
2292,"Lee, Chul-Joo, Ramirez, A., Lewis, Nehama, Gray, Stacy W. and Hornik, Robert C.","Health Status","Motivation-Contingency Model;",2012
2303,"Miller, Lisa M. and Bell, Robert A.","Info/Health/Info Seeking/Beliefs","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","S/Age","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","Healthcare/Attitude/Trust","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","Healthcare/Beliefs","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","Internet/Access","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","Internet/Attitude/Trust","NA",2012
2303,"Miller, Lisa M. and Bell, Robert A.","S/Financial-Income","NA",2012
2317,"Paul, Christine Louise, Carey, Mariko Leanne, Hall, Alix Edna, Lynagh, Marita Clare, Sanson-Fisher, Robert W. and Henskens, Frans Alexander","Attitude/Concern","NA",2011
2317,"Paul, Christine Louise, Carey, Mariko Leanne, Hall, Alix Edna, Lynagh, Marita Clare, Sanson-Fisher, Robert W. and Henskens, Frans Alexander","S/Age","NA",2011
2317,"Paul, Christine Louise, Carey, Mariko Leanne, Hall, Alix Edna, Lynagh, Marita Clare, Sanson-Fisher, Robert W. and Henskens, Frans Alexander","S/Education","NA",2011
2317,"Paul, Christine Louise, Carey, Mariko Leanne, Hall, Alix Edna, Lynagh, Marita Clare, Sanson-Fisher, Robert W. and Henskens, Frans Alexander","S/Employment","NA",2011
2317,"Paul, Christine Louise, Carey, Mariko Leanne, Hall, Alix Edna, Lynagh, Marita Clare, Sanson-Fisher, Robert W. and Henskens, Frans Alexander","S/Household","NA",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","Environ/Network","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","Environ/Network/Internet","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","S/Gender","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","S/Race or Ethnicity","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","Internet/Access","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2323,"Barman-Adhikari, Anamika and Rice, Eric","Internet/Experience","Andersen Behavioral Model of Health Services Use;Network Episode Model (NEM)",2011
2338,"Matsuyama, Robin K., Wilson-Genderson, Maureen, Kuhn, Laura, Moghanaki, Drew, Vachhani, Hetal and Paasche-Orlow, Michael","Health Cond","Rapid Estimate of Adult Literacy in Medicine (REALM);Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2011
2338,"Matsuyama, Robin K., Wilson-Genderson, Maureen, Kuhn, Laura, Moghanaki, Drew, Vachhani, Hetal and Paasche-Orlow, Michael","S/Education","Rapid Estimate of Adult Literacy in Medicine (REALM);Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2011
2338,"Matsuyama, Robin K., Wilson-Genderson, Maureen, Kuhn, Laura, Moghanaki, Drew, Vachhani, Hetal and Paasche-Orlow, Michael","S/Race or Ethnicity","Rapid Estimate of Adult Literacy in Medicine (REALM);Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","Health Cond/Duration","NA",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","Health Status","NA",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","S/Age","NA",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","S/Education","NA",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","S/Location","NA",2011
2345,"Chou, Wen-ying Sylvia, Liu, Benmei, Post, Samantha and Hesse, Bradford","S/Race or Ethnicity","NA",2011
2350,"Samal, Lipika, Saha, Somnath, Chander, Geetanjali, Korthuis, P., Sharma, Rashmi K., Sharp, Victoria, Cohn, Jonathan, Moore, Richard D. and Beach, Mary Catherine","Behav/Adherence","NA",2011
2354,"Maguire, Paul A., Reay, Rebecca E., Looi, Jeffrey C., Cubis, Jeff, Byrne, Gerard J. and Raphael, Beverley","Health Cond","NA",2011
2382,"Koch-Weser, Susan, Bradshaw, Ylisabyth S., Gualtieri, Lisa and Gallagher, Susan S.","S/Age","NA",2010
2382,"Koch-Weser, Susan, Bradshaw, Ylisabyth S., Gualtieri, Lisa and Gallagher, Susan S.","S/Education","NA",2010
2382,"Koch-Weser, Susan, Bradshaw, Ylisabyth S., Gualtieri, Lisa and Gallagher, Susan S.","S/Financial-Income","NA",2010
2391,"Tortolero-Luna, Guillermo, Rutten, Lila J., Hesse, Bradford W., Davis, Terisa, Kornfeld, Julie, Sanchez, Marta, Moser, Richard P., Ortiz, Ana Patricia, Serrano-Rodriguez, Ruby A. and Davis, Kia","S/Education","NA",2010
2391,"Tortolero-Luna, Guillermo, Rutten, Lila J., Hesse, Bradford W., Davis, Terisa, Kornfeld, Julie, Sanchez, Marta, Moser, Richard P., Ortiz, Ana Patricia, Serrano-Rodriguez, Ruby A. and Davis, Kia","S/Gender","NA",2010
2396,"Kelly, Bridget, Hornik, Robert, Romantan, Anca, Schwartz, J., Armstrong, Katrina, DeMichele, Angela, Fishbein, Martin, Gray, Stacy, Hull, Shawnika, Kim, Annice, Nagler, Rebekah, Niederdeppe, Jeff, Ramirez, A., Smith-McLallen, Aaron and Wong, Norman","S/Age","NA",2010
2396,"Kelly, Bridget, Hornik, Robert, Romantan, Anca, Schwartz, J., Armstrong, Katrina, DeMichele, Angela, Fishbein, Martin, Gray, Stacy, Hull, Shawnika, Kim, Annice, Nagler, Rebekah, Niederdeppe, Jeff, Ramirez, A., Smith-McLallen, Aaron and Wong, Norman","S/Education","NA",2010
2396,"Kelly, Bridget, Hornik, Robert, Romantan, Anca, Schwartz, J., Armstrong, Katrina, DeMichele, Angela, Fishbein, Martin, Gray, Stacy, Hull, Shawnika, Kim, Annice, Nagler, Rebekah, Niederdeppe, Jeff, Ramirez, A., Smith-McLallen, Aaron and Wong, Norman","S/Household","NA",2010
2396,"Kelly, Bridget, Hornik, Robert, Romantan, Anca, Schwartz, J., Armstrong, Katrina, DeMichele, Angela, Fishbein, Martin, Gray, Stacy, Hull, Shawnika, Kim, Annice, Nagler, Rebekah, Niederdeppe, Jeff, Ramirez, A., Smith-McLallen, Aaron and Wong, Norman","S/Gender","NA",2010
2396,"Kelly, Bridget, Hornik, Robert, Romantan, Anca, Schwartz, J., Armstrong, Katrina, DeMichele, Angela, Fishbein, Martin, Gray, Stacy, Hull, Shawnika, Kim, Annice, Nagler, Rebekah, Niederdeppe, Jeff, Ramirez, A., Smith-McLallen, Aaron and Wong, Norman","S/Race or Ethnicity","NA",2010
2430,"Gauld, Robin and Williams, Sheila","Attitude","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Info/Info Needs","NA",2009
2430,"Gauld, Robin and Williams, Sheila","S/Age","NA",2009
2430,"Gauld, Robin and Williams, Sheila","S/Education","NA",2009
2430,"Gauld, Robin and Williams, Sheila","S/Gender","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Source/Beliefs","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Healthcare/Access","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Healthcare/Engagement","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Internet/Attitude/Trust","NA",2009
2430,"Gauld, Robin and Williams, Sheila","Internet/Experience","NA",2009
2446,"Shieh, Carol, Mays, Rose, McDaniel, Anna and Yu, Jennifer","Health Cond/Beliefs","Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2009
2446,"Shieh, Carol, Mays, Rose, McDaniel, Anna and Yu, Jennifer","Healthcare/Access","Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2009
2446,"Shieh, Carol, Mays, Rose, McDaniel, Anna and Yu, Jennifer","Internet/Beliefs","Short-Form Test of Functional Health Literacy in Adults (S-TOFHLA);",2009
2464,"Eheman, Christie R., Berkowitz, Zahava, Lee, Judith, Mohile, Supriya, Purnell, Jason, Rodriguez, Elisa Marie, Roscoe, Joseph, Johnson, David, Kirshner, Jeffrey and Morrow, Gary","Health Cond","Millers Monitoring and Blunting",2009
2464,"Eheman, Christie R., Berkowitz, Zahava, Lee, Judith, Mohile, Supriya, Purnell, Jason, Rodriguez, Elisa Marie, Roscoe, Joseph, Johnson, David, Kirshner, Jeffrey and Morrow, Gary","Health Cond/Treatment","Millers Monitoring and Blunting",2009
2464,"Eheman, Christie R., Berkowitz, Zahava, Lee, Judith, Mohile, Supriya, Purnell, Jason, Rodriguez, Elisa Marie, Roscoe, Joseph, Johnson, David, Kirshner, Jeffrey and Morrow, Gary","S/Household","Millers Monitoring and Blunting",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Age","NA",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Education","NA",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Gender","NA",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Language","NA",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Location","NA",2009
2471,"Vanderpool, Robin C., Kornfeld, Julie, Rutten, Lila Finney and Squiers, Linda","S/Financial-Income","NA",2009
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","Health Cond","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","Health Cond/Beliefs","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","Health Cond/Family","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","S/Education","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","S/Household","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","S/Gender","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","S/Race or Ethnicity","NA",2008
2509,"Beckjord, Ellen Burke, Finney Rutten, Lila J., Arora, Neeraj K., Moser, Richard P. and Hesse, Bradford W.","S/Financial-Income","NA",2008
2523,"Zhao, X. and Cai, X.","Self-Efficacy","risk perception attitude (RPA)",2009
2523,"Zhao, X. and Cai, X.","Health/Risk/Beliefs","risk perception attitude (RPA)",2009
2523,"Zhao, X. and Cai, X.","Info/Beliefs","risk perception attitude (RPA)",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Financial-Health Insurance","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","Attitude/Concern","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","Self-Efficacy","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","Health Status","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Age","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Education","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Language","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Location","Andersen Behavioral Model of Health Services Use",2009
2524,"Zhang, Y., Jones, B., Spalding, M., Young, R. and Ragain, M.","S/Race or Ethnicity","Andersen Behavioral Model of Health Services Use",2009
2526,"Zajac, I. T., Flight, I. H. K., Wilson, C., Turnbull, D., Cole, S. and Young, G.","S/Age","NA",2012
2526,"Zajac, I. T., Flight, I. H. K., Wilson, C., Turnbull, D., Cole, S. and Young, G.","S/Education","NA",2012
2526,"Zajac, I. T., Flight, I. H. K., Wilson, C., Turnbull, D., Cole, S. and Young, G.","S/Gender","NA",2012
2531,"Ye, J., Xu, Z. and Adesunloye, B.","Health Cond","NA",2009
2531,"Ye, J., Xu, Z. and Adesunloye, B.","Health Cond/Family","NA",2009
2531,"Ye, J., Xu, Z. and Adesunloye, B.","S/Age","NA",2009
2531,"Ye, J., Xu, Z. and Adesunloye, B.","S/Education","NA",2009
2531,"Ye, J., Xu, Z. and Adesunloye, B.","S/Gender","NA",2009
2531,"Ye, J., Xu, Z. and Adesunloye, B.","S/Financial-Income","NA",2009
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Age","NA",2013
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Education","NA",2013
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Employment","NA",2013
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Household","NA",2013
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Gender","NA",2013
2544,"Wang, M. P., Viswanath, K., Lam, T. H., Wang, X. and Chan, S. S.","S/Financial-Income","NA",2013
2550,"Valero-Aguilera, B., Bermúdez-Tamayo, C., García-Gutiérrez, J. F., Jiménez-Pernett, J., Cózar-Olmo, J. M., Guerrero-Tejada, R. and Alba-Ruiz, R.","Self-Efficacy","The Technology Acceptance Model (TAM)",2014
2550,"Valero-Aguilera, B., Bermúdez-Tamayo, C., García-Gutiérrez, J. F., Jiménez-Pernett, J., Cózar-Olmo, J. M., Guerrero-Tejada, R. and Alba-Ruiz, R.","Health Cond/Treatment","The Technology Acceptance Model (TAM)",2014
2550,"Valero-Aguilera, B., Bermúdez-Tamayo, C., García-Gutiérrez, J. F., Jiménez-Pernett, J., Cózar-Olmo, J. M., Guerrero-Tejada, R. and Alba-Ruiz, R.","S/Age","The Technology Acceptance Model (TAM)",2014
2550,"Valero-Aguilera, B., Bermúdez-Tamayo, C., García-Gutiérrez, J. F., Jiménez-Pernett, J., Cózar-Olmo, J. M., Guerrero-Tejada, R. and Alba-Ruiz, R.","S/Education","The Technology Acceptance Model (TAM)",2014
2550,"Valero-Aguilera, B., Bermúdez-Tamayo, C., García-Gutiérrez, J. F., Jiménez-Pernett, J., Cózar-Olmo, J. M., Guerrero-Tejada, R. and Alba-Ruiz, R.","Non-healthcare/Type","The Technology Acceptance Model (TAM)",2014
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Age","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Gender","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Education","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Household","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Location","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","Environ/Network","NA",2011
2551,"Vader, A. M., Walters, S. T., Roudsari, B. and Nguyen, N.","S/Race or Ethnicity","NA",2011
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","Health Cond","NA",2014
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","Health Cond/Beliefs","NA",2014
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","S/Education","NA",2014
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","S/Household","NA",2014
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","Healthcare/Experience","NA",2014
2556,"Tan, A. S. L., Gibson, L., Zafar, H. M., Gray, S. W., Hornik, R. C. and Armstrong, K.","Non-healthcare/Type","NA",2014
2558,"Stern, M. J., Cotten, S. R. and Drentea, P.","S/Household","NA",2012
2558,"Stern, M. J., Cotten, S. R. and Drentea, P.","S/Financial-Income","NA",2012
2563,"Song, H., Cramer, E. M., McRoy, S. and May, A.","Non-healthcare/Type","NA",2013
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Attitude","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Self-Efficacy/Perceived Behavioral Control","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Behav/Intention","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Health Cond","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Info/Health/Info Seeking","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","Society/Subjective Norms","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","S/Age","Integrative Model of Behavioral Prediction",2011
2564,"Smith-McLallen, A., Fishbein, M. and Hornik, R. C.","S/Education","Integrative Model of Behavioral Prediction",2011
2570,"Shieh, C., Broome, M. E. and Stump, T. E.","Internal locus of control","Moorman and Matulich’s (1993)",2010
2570,"Shieh, C., Broome, M. E. and Stump, T. E.","Self-Efficacy","Moorman and Matulich’s (1993)",2010
2570,"Shieh, C., Broome, M. E. and Stump, T. E.","Health Cond","Moorman and Matulich’s (1993)",2010
2570,"Shieh, C., Broome, M. E. and Stump, T. E.","S/Health/Health Literacy","Moorman and Matulich’s (1993)",2010
2572,"Sheng, X. and Simpson, P. M.","Info/Health/Info Seeking","eHEALS",2013
2572,"Sheng, X. and Simpson, P. M.","Info/Health/Info Seeking/Beliefs","eHEALS",2013
2572,"Sheng, X. and Simpson, P. M.","S/Health/Health Literacy","eHEALS",2013
2572,"Sheng, X. and Simpson, P. M.","Source/Knowledge","eHEALS",2013
2580,"Sadasivam, R. S., Kinney, R. L., Lemon, S. C., Shimada, S. L., Allison, J. J. and Houston, T. K.","Health Cond/Family","NA",2013
2580,"Sadasivam, R. S., Kinney, R. L., Lemon, S. C., Shimada, S. L., Allison, J. J. and Houston, T. K.","Health Status","NA",2013
2580,"Sadasivam, R. S., Kinney, R. L., Lemon, S. C., Shimada, S. L., Allison, J. J. and Houston, T. K.","S/Carer","NA",2013
2580,"Sadasivam, R. S., Kinney, R. L., Lemon, S. C., Shimada, S. L., Allison, J. J. and Houston, T. K.","S/Household","NA",2013
2583,"Russo, J. A., Parisi, S. M., Kukla, K. and Schwarz, E. B.","Health Cond","NA",2013
2583,"Russo, J. A., Parisi, S. M., Kukla, K. and Schwarz, E. B.","Health Cond/Treatment","NA",2013
2583,"Russo, J. A., Parisi, S. M., Kukla, K. and Schwarz, E. B.","Health Status","NA",2013
2583,"Russo, J. A., Parisi, S. M., Kukla, K. and Schwarz, E. B.","S/Education","NA",2013
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Financial-Health Insurance","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","Health Status","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Age","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Education","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Gender","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Location","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","S/Race or Ethnicity","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","Source/Count","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","Healthcare/Beliefs","NA",2012
2586,"Rooks, R. N., Wiltshire, J. C., Elder, K., BeLue, R. and Gary, L. C.","Healthcare/Familiarity","NA",2012
2587,"Rollin, L., Ladner, J., Gislard, A., Monfrin, F., Larchevesque, J. Y., Deslandes, P. and Gehanno, J. F.","Environ/Network","Wilsons Model of Information Behaviour;",2013
2587,"Rollin, L., Ladner, J., Gislard, A., Monfrin, F., Larchevesque, J. Y., Deslandes, P. and Gehanno, J. F.","Health Status","Wilsons Model of Information Behaviour;",2013
2587,"Rollin, L., Ladner, J., Gislard, A., Monfrin, F., Larchevesque, J. Y., Deslandes, P. and Gehanno, J. F.","Info/Info Needs","Wilsons Model of Information Behaviour;",2013
2587,"Rollin, L., Ladner, J., Gislard, A., Monfrin, F., Larchevesque, J. Y., Deslandes, P. and Gehanno, J. F.","S/Age","Wilsons Model of Information Behaviour;",2013
2587,"Rollin, L., Ladner, J., Gislard, A., Monfrin, F., Larchevesque, J. Y., Deslandes, P. and Gehanno, J. F.","Healthcare/Experience","Wilsons Model of Information Behaviour;",2013
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","Health Cond/Side Effects","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","S/Age","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","S/Carer","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","S/Education","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","S/Gender","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","S/Race or Ethnicity","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","Healthcare/Experience","NA",2014
2589,"Riiskjær, E., Ammentorp, J., Nielsen, J. F. and Kofoed, P. E.","Healthcare/Type","NA",2014
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","Info/Attitude/Trust","NA",2012
2592,"Richardson, A., Allen, J. A., Xiao, H. and Vallone, D.","Info/Health/Info Seeking","NA",2012
